ID,DESC_CLASIFICACION,COD_BARRIO,BARRIO,COD_DISTRITO,DISTRITO,ESTADO,COORD_GIS_X,COORD_GIS_Y,SISTEMA_COORD,LATITUD,LONGITUD,DIRECCION,COD_POSTAL,DIRECCION_AUX,NDP,FECHA_INSTALACION,CODIGO_INTERNO,CONTRATO_COD,UBICACION,USO,MODELO,fecha_instalacion_converted,direccion_tipo_de_via,direccion_nombre,direccion_numero,apto_consumo_humano
530660,"Fuentes de beber",127,PRADOLONGO,12,USERA,OPERATIVO,439.838.692,4.469.562.250,ETRS89,4.037.447.152,-370.868.101,"AVENIDA POBLADOS, 167",28041,"JUNTO FUENTE CIRCULAR DEL PARQUE DE PRADOLONGO",31007158,"2023-06-19 00:00:00.0",FUE_12_0024,FUE22,ZV,PERSONAS_Y_MASCOTAS,"MIXTA ESTELA",2023-06-19,AVENIDA,POBLADOS,167,Sí
530661,"Fuentes de beber",127,PRADOLONGO,12,USERA,CERRADA_TEMPORALMENT,440.458.380,4.469.989.170,ETRS89,4.037.836.195,-370.142.168,"CALLE DOCTOR TOLOSA LATOUR, 3",28041,"JUNTO INSTALACION DEPORTIVA, EN PARQUE DE PRADOLONGO",31051199,"2023-07-05 00:00:00.0",FUE_12_0019,FUE22,ZV,PERSONAS_Y_MASCOTAS,"MIXTA ESTELA",2023-07-05,CALLE,"DOCTOR TOLOSA LATOUR",3,Sí
5541618,"Fuentes de beber",51,"EL VISO",5,CHAMARTIN,OPERATIVO,442.386.490,4.477.150.590,ETRS89,4.044.301.133,-367.935.784,"CALLE FELIPE CAMPOS, 6",28002,"CV C/FRANCISCO CAMPOS, JUNTO PISTAS PETANCA",11021822,"2020-02-17 00:00:00.0",FUE_05_0081,FUE22,ZV,PERSONAS_Y_MASCOTAS,"MIXTA TERRIER",2020-02-17,CALLE,"FELIPE CAMPOS",6,Sí
5815155,"Fuentes de beber",201,SIMANCAS,20,"SAN BLAS - CANILLEJAS",OPERATIVO,447991.56,4476180.03,ETRS89,4.043.463.744,-361.318.921,"AVENIDA ARCENTALES, 29",28022,"EN PARQUE INTERIOR AREA CANINA",20128779,,FUE_20_0125,FUE22,ZV,PERSONAS_Y_MASCOTAS,"MIXTA NEPTUNO",NULL,AVENIDA,ARCENTALES,29,Sí
5843625,"Fuentes de beber",24,LEGAZPI,2,ARGANZUELA,OPERATIVO,441.802.340,4.471.478.750,ETRS89,4.039.187.585,-368.572.651,"AVENIDA PLANETARIO, 16",28045,"EN AREA CANINA, ZONA POSTERIOR A PLANETARIO EN PARQUE ENRIQUE TIERNO GALVAN",20064507,,FUE_02_0064,FUE22,ZV,PERSONAS_Y_MASCOTAS,"MIXTA NEPTUNO",NULL,AVENIDA,PLANETARIO,16,Sí
5844560,"Fuentes de beber",43,"FUENTE DEL BERRO",4,SALAMANCA,CERRADA_TEMPORALMENT,443.949.870,4.475.404.410,ETRS89,4.042.738.769,-366.077.019,"CALLE SANCHO DAVILA, 17",28028,"EN AREA CANINA DEL PARQUE DE LA QUINTA DE LA FUENTE DEL BERRO",11016686,,FUE_04_0051,FUE22,ZV,PERSONAS_Y_MASCOTAS,"MIXTA NEPTUNO",NULL,CALLE,"SANCHO DAVILA",17,Sí
5845865,"Fuentes de beber",93,"CIUDAD UNIVERSITARIA",9,"MONCLOA - ARAVACA",OPERATIVO,439.416.091,4.478.137.690,ETRS89,4.045.169.239,-371.447.536,"CALLE RECTOR ROYO-VILLANOVA, 10 C",28040,"ÁREA CANINA, PARQUE JUAN XXIII",20107953,,FUE_09_0132,FUE22,ZV,PERSONAS_Y_MASCOTAS,"MIXTA NEPTUNO",NULL,CALLE,"RECTOR ROYO-VILLANOVA","10 C",Sí
5846927,"Fuentes de beber",85,"LA PAZ",8,"FUENCARRAL - EL PARDO",OPERATIVO,440.656.303,4.481.911.185,ETRS89,4.048.577.500,-370.020.336,"CALLE SANGENJO, 29",28034,"ÁREA CANINA, PARQUE DE LA SUPERMANZANA 7",11045863,,FUE_08_0173,FUE22,ZV,PERSONAS_Y_MASCOTAS,"MIXTA NEPTUNO",NULL,CALLE,SANGENJO,29,Sí
5847548,"Fuentes de beber",86,VALVERDE,8,"FUENCARRAL - EL PARDO",OPERATIVO,443.406.123,4.483.778.618,ETRS89,4.050.278.962,-366.792.685,"PASEO SAN MILLAN DE LA COGOLLA, 14",28050,"ÁREA CANINA, CALLE SAN MILLAN DE LA COGOLLA C/V CALLE VALCARLOS",31006119,,FUE_08_0172,FUE22,ZV,PERSONAS_Y_MASCOTAS,"MIXTA NEPTUNO",NULL,PASEO,"SAN MILLAN DE LA COGOLLA",14,Sí
7127957,"Fuentes de beber",143,MARROQUINA,14,MORATALAZ,OPERATIVO,445.296.240,4.473.357.230,ETRS89,4.040.903.513,-364.472.284,"AVENIDA MORATALAZ, 183",28030,"ENTRE ZONA DE APARCAMIENTO Y  AREA CANINA DEL PARQUE DE MORATALAZ",31003128,"2020-07-09 00:00:00.0",FUE_14_0109,FUE22,ZV,PERSONAS_Y_MASCOTAS,"MIXTA ESTELA",2020-07-09,AVENIDA,MORATALAZ,183,Sí
7127984,"Fuentes de beber",146,VINATEROS,14,MORATALAZ,OPERATIVO,445.969.660,4.472.548.780,ETRS89,4.040.179.610,-363.671.794,"CALLE HACIENDA DE PAVONES, 209",28030,"FRENTE FAROLA 139, ENTRE CAMPO DE FUTBOL EL HOYO Y AREA CANINA",31044614,"2020-07-09 00:00:00.0",FUE_14_0113,FUE22,ZV,PERSONAS_Y_MASCOTAS,"MIXTA ESTELA",2020-07-09,CALLE,"HACIENDA DE PAVONES",209,Sí
7130464,"Fuentes de beber",193,VALDERRIVAS,19,VICALVARO,CERRADA_TEMPORALMENT,448.820.840,4.472.242.160,ETRS89,4.039.921.399,-360.309.551,"CALLE MINERVA, 32",28032,"CV AV. DE LA AURORA BOREAL",31006237,"2020-07-29 00:00:00.0",FUE_19_0144,FUE22,VP,PERSONAS_Y_MASCOTAS,"MIXTA ESTELA",2020-07-29,CALLE,MINERVA,32,Sí
530420,"Fuentes de beber",133,"PALOMERAS BAJAS",13,"PUENTE DE VALLECAS",OPERATIVO,444.474.610,4.469.775.430,ETRS89,4.037.671.372,-365.409.346,"CALLE PUERTO DE BALBARAN, 135",28018,"C/V C/ SABRINA, DENTRO DE AREA CANINA DEL PARQUE DE NOVECENTO",20102235,,FUE_13_0117,FUE22,ZV,MASCOTAS,"BEBEDERO CANINO",NULL,CALLE,"PUERTO DE BALBARAN",135,No
530586,"Fuentes de beber",117,ABRANTES,11,CARABANCHEL,OPERATIVO,438.279.050,4.469.748.920,ETRS89,4.037.603.910,-372.706.978,"CALLE CAZALEGAS, 6",28025,"JUNTO AREA CANINA Y CARRIL BICI DEL PARQUE  EMPERATRIZ MARIA DE AUSTRIA",31070584,,FUE_11_0064,FUE22,ZV,PERSONAS_Y_MASCOTAS,"MIXTA ESTELA",NULL,CALLE,CAZALEGAS,6,Sí
5849302,"Fuentes de beber",104,ALUCHE,10,LATINA,CERRADA_TEMPORALMENT,436.182.760,4.471.950.120,ETRS89,4.039.571.056,-375.198.249,"CALLE DUQUESA DE PARCENT, 120",28047,"JUNRO FAROLA 32, EN AREA CANINA DEL PARQUE CERRO ALMODOVAR",31020632,,FUE_10_0118,FUE22,ZV,PERSONAS_Y_MASCOTAS,"MIXTA NEPTUNO",NULL,CALLE,"DUQUESA DE PARCENT",120,Sí
6542299,"Fuentes de beber",144,"MEDIA LEGUA",14,MORATALAZ,CERRADA_TEMPORALMENT,443.990.080,4.473.215.380,ETRS89,4.040.767.041,-366.010.343,"AVENIDA MORATALAZ, 25",28030,"FRENTE FAROLA 11, EN JARDIN POSTERIOR A ESTACION DE SERVICIO, JUNTO AREA INFANTIL",31057067,"2020-03-11 00:00:00.0",FUE_14_0105,FUE22,ZV,PERSONAS_Y_MASCOTAS,"MIXTA NEPTUNO",2020-03-11,AVENIDA,MORATALAZ,25,Sí
7130547,"Fuentes de beber",211,"ALAMEDA DE OSUNA",21,BARAJAS,CERRADA_TEMPORALMENT,449.503.780,4.478.163.550,ETRS89,4.045.259.941,-359.551.845,"CALLE CATAMARAN, 9",28042,"Parque Biosaludable Metro El Capricho",20047353,"2020-07-15 00:00:00.0",FUE_21_0065,FUE22,ZV,PERSONAS_Y_MASCOTAS,"MIXTA ESTELA",2020-07-15,CALLE,CATAMARAN,9,Sí
7131439,"Fuentes de beber",123,"SAN FERMIN",12,USERA,OPERATIVO,441.489.470,4.468.737.860,ETRS89,4.036.716.247,-368.916.106,"CALLE CORINDON, 10",28041,"FRENTE CAMPO DE FUTBOL, PROXIMO A AREA CANINA Y CASETA DE JARDINEROS",31005121,"2020-08-07 00:00:00.0",FUE_12_0084,FUE22,ZV,PERSONAS_Y_MASCOTAS,"MIXTA ESTELA",2020-08-07,CALLE,CORINDON,10,Sí
7144389,"Fuentes de beber",131,ENTREVIAS,13,"PUENTE DE VALLECAS",CERRADA_TEMPORALMENT,442.885.880,4.469.585.430,ETRS89,4.037.489.473,-367.279.059,"RONDA SUR, 6 D",28053,"FRENTE FAROLA 58, JUNTO AREA CANINA DEL PARQUE SOTO DE ENTREVIAS",31060375,"2020-10-14 00:00:00.0",FUE_13_0170,FUE22,ZV,PERSONAS_Y_MASCOTAS,"MIXTA ESTELA",2020-10-14,RONDA,SUR,"6 D",Sí
7180278,"Fuentes de beber",64,ALMENARA,6,TETUAN,CERRADA_TEMPORALMENT,441.136.890,4.479.934.410,ETRS89,4.046.800.165,-369.434.977,"CALLE COSTA VERDE, 3",28029,"frente al Nº 3",31017668,"2020-10-15 00:00:00.0",FUE_06_0096,FUE22,ZV,PERSONAS_Y_MASCOTAS,"MIXTA ESTELA",2020-10-15,CALLE,"COSTA VERDE",3,Sí
7412031,"Fuentes de beber",103,LUCERO,10,LATINA,CERRADA_TEMPORALMENT,436.274.373,4.472.121.912,ETRS89,4.039.726.515,-375.092.026,"CALLE CUART DE POBLET, 127",28047,"JUNTO AREA CANINA, EN PARQUE CUÑA VERDE DE LATINA",11063854,,FUE_10_0123,FUE22,ZV,PERSONAS_Y_MASCOTAS,"MIXTA NEPTUNO",NULL,CALLE,"CUART DE POBLET",127,Sí
7143151,"Fuentes de beber",126,ZOFIO,12,USERA,OPERATIVO,439.590.340,4.470.587.660,ETRS89,4.038.369.098,-371.170.350,"AVENIDA RAFAELA YBARRA, 4",28026,"JUNTO AREA CANINA DEL PARQUE OLOF PALME",20025114,"2020-08-31 00:00:00.0",FUE_12_0080,FUE22,ZV,PERSONAS_Y_MASCOTAS,"MIXTA ESTELA",2020-08-31,AVENIDA,"RAFAELA YBARRA",4,Sí
7608511,"Fuentes de beber",53,"CIUDAD JARDIN",5,CHAMARTIN,OPERATIVO,442753.30,4477946.43,ETRS89,4.045.020.597,-367.510.457,"CALLE MARCENADO, 51",28002,"DENTRO DEL ÁRENA CANINA",31044661,,FUE_05_0084,FUE22,ZV,PERSONAS_Y_MASCOTAS,"MIXTA ESTELA",NULL,CALLE,MARCENADO,51,Sí
7870538,"Fuentes de beber",205,ROSAS,20,"SAN BLAS - CANILLEJAS",CERRADA_TEMPORALMENT,449.339.190,4.475.813.980,ETRS89,4.043.142.301,-359.727.205,"AVENIDA ARCENTALES, 28",28022,"JUNTO ÁREA CANINA.. ZONA 2 WANDA METROPOLITANO",31024129,"2021-04-26 00:00:00.0",FUE_20_0130,FUE22,ZV,PERSONAS_Y_MASCOTAS,"MIXTA NEPTUNO",2021-04-26,AVENIDA,ARCENTALES,28,Sí
7870539,"Fuentes de beber",205,ROSAS,20,"SAN BLAS - CANILLEJAS",CERRADA_TEMPORALMENT,449.313.790,4.475.763.970,ETRS89,4.043.097.094,-359.756.750,"AVENIDA ARCENTALES, 57",28022,"ZONA 2 WANDA. PRÓXIMO A GTA. M-40",31042641,"2021-04-26 00:00:00.0",FUE_20_0131,FUE22,ZV,PERSONAS_Y_MASCOTAS,"MIXTA NEPTUNO",2021-04-26,AVENIDA,ARCENTALES,57,Sí
8835112,"Fuentes de beber",183,"ENSANCHE DE VALLECAS",18,"VILLA DE VALLECAS",OPERATIVO,446598.04,4468935.75,ETRS89,4.036.928.809,-362.901.040,"CALLE PUERTO DE PORZUNA, 45",28031,"C/V AVDA. MAYORAZGO, JUNTO ÁREA CANINA",31051767,"2022-05-05 00:00:00.0",FUE_18_0068,FUE22,ZV,PERSONAS_Y_MASCOTAS,"MIXTA ESTELA",2022-05-05,CALLE,"PUERTO DE PORZUNA",45,Sí
8835115,"Fuentes de beber",183,"ENSANCHE DE VALLECAS",18,"VILLA DE VALLECAS",OPERATIVO,448244.97,4469558.29,ETRS89,4.037.500.025,-360.966.316,"CALLE VILLAMAYOR DE SANTIAGO, 13",28051,"PARQUE LOLA CAMARENA. JUNTO ÁREA CANINA",31028258,"2022-05-05 00:00:00.0",FUE_18_0070,FUE22,ZV,PERSONAS_Y_MASCOTAS,"MIXTA ESTELA",2022-05-05,CALLE,"VILLAMAYOR DE SANTIAGO",13,Sí
8835118,"Fuentes de beber",183,"ENSANCHE DE VALLECAS",18,"VILLA DE VALLECAS",OPERATIVO,448756.20,4469369.03,ETRS89,4.037.332.685,-360.362.608,"CALLE PEÑARANDA DE BRACAMONTE, 8 B",28051,"CERCA DE COLEGIO, JUNTO ÁREA CANINA",31051528,"2022-05-05 00:00:00.0",FUE_18_0071,FUE22,ZV,PERSONAS_Y_MASCOTAS,"MIXTA ESTELA",2022-05-05,CALLE,"PEÑARANDA DE BRACAMONTE","8 B",Sí
8835151,"Fuentes de beber",183,"ENSANCHE DE VALLECAS",18,"VILLA DE VALLECAS",OPERATIVO,449781.36,4468803.16,ETRS89,4.036.829.147,-359.150.626,"CALLE ALTO DEL RETIRO, 6",28051,"C/V C/ ANTONIO DE GADES. JUNTO ÁREA CANINA",31065803,"2022-05-05 00:00:00.0",FUE_18_0073,FUE22,ZV,PERSONAS_Y_MASCOTAS,"MIXTA ESTELA",2022-05-05,CALLE,"ALTO DEL RETIRO",6,Sí
8888575,"Fuentes de beber",206,REJAS,20,"SAN BLAS - CANILLEJAS",OPERATIVO,450077.90,4477118.11,ETRS89,4.044.321.612,-358.866.583,"CALLE DEYANIRA, 8",28022,"CERCA DE ZONA CANINA",31053840,"2022-06-09 00:00:00.0",FUE_20_0135,FUE22,ZV,PERSONAS_Y_MASCOTAS,"MIXTA ESTELA",2022-06-09,CALLE,DEYANIRA,8,Sí
7805896,"Fuentes de beber",193,VALDERRIVAS,19,VICALVARO,OPERATIVO,449343.28,4472549.08,ETRS89,4.040.201.088,-359.696.382,"CALLE SAN CIPRIANO, 81",28032,"frente estación cercanías",31036622,"2021-03-05 00:00:00.0",FUE_19_0145,FUE22,VP,PERSONAS_Y_MASCOTAS,"MIXTA ESTELA",2021-03-05,CALLE,"SAN CIPRIANO",81,Sí
7869825,"Fuentes de beber",134,"PALOMERAS SURESTE",13,"PUENTE DE VALLECAS",CERRADA_TEMPORALMENT,445.270.880,4.470.469.030,ETRS89,4.038.301.479,-364.477.347,"AVENIDA RAFAEL ALBERTI, 51",28018,"EN AREA CANINA DEL PARQUE CAMPO DE LA PALOMA",11096233,"2021-05-14 00:00:00.0",FUE_13_0172,FUE22,ZV,MASCOTAS,"BEBEDERO TERRIER",2021-05-14,AVENIDA,"RAFAEL ALBERTI",51,No
7889388,"Fuentes de beber",183,"ENSANCHE DE VALLECAS",18,"VILLA DE VALLECAS",CERRADA_TEMPORALMENT,449.856.260,4.468.351.140,ETRS89,4.036.422.384,-359.058.854,"CALLE PILAR DE MADARIAGA ROJO, 13",28051,"junto juegos infantiles",31029419,"2021-06-04 00:00:00.0",FUE_18_0067,FUE22,ZV,PERSONAS_Y_MASCOTAS,"MIXTA ESTELA",2021-06-04,CALLE,"PILAR DE MADARIAGA ROJO",13,Sí
7924260,"Fuentes de beber",191,"CASCO HISTORICO DE VICALVARO",19,VICALVARO,OPERATIVO,449439.85,4472988.36,ETRS89,4.040.597.408,-359.586.074,"PASEO POLIDEPORTIVO, 144",28032,"cerca de area canina",20064808,"2021-07-06 00:00:00.0",FUE_19_0146,FUE22,ZV,PERSONAS_Y_MASCOTAS,"MIXTA ESTELA",2021-07-06,PASEO,POLIDEPORTIVO,144,Sí
8800150,"Fuentes de beber",213,"CASCO HISTORICO DE BARAJAS",21,BARAJAS,CERRADA_TEMPORALMENT,450.803.236,4.480.598.554,ETRS89,4.047.461.336,-358.038.307,"CALLE TROPICO, 19",28042,"ZV CALLE ACUARIO - Junto área canina",20044044,"2022-04-04 00:00:00.0",FUE_21_0072,FUE22,ZV,MASCOTAS,"BEBEDERO NEPTUNO",2022-04-04,CALLE,TROPICO,19,No
8834918,"Fuentes de beber",95,VALDEMARIN,9,"MONCLOA - ARAVACA",CERRADA_TEMPORALMENT,434.115.990,4.480.215.430,ETRS89,4.047.000.600,-377.719.071,"AVENIDA VALDEMARIN, 67",28023,"JUNTO ÁREA CANINA",20166322,"2022-05-05 00:00:00.0",FUE_09_0136,FUE22,ZV,PERSONAS_Y_MASCOTAS,"MIXTA ESTELA",2022-05-05,AVENIDA,VALDEMARIN,67,Sí
8835114,"Fuentes de beber",183,"ENSANCHE DE VALLECAS",18,"VILLA DE VALLECAS",CERRADA_TEMPORALMENT,446.944.621,4.468.698.957,ETRS89,4.036.717.702,-362.490.862,"CALLE CINCOVILLAS, 5",28051,"C/V AVDA. MAYORAZGO, JUNTO ÁREA CANINA",31028057,"2022-05-05 00:00:00.0",FUE_18_0069,FUE22,ZV,PERSONAS_Y_MASCOTAS,"MIXTA ESTELA",2022-05-05,CALLE,CINCOVILLAS,5,Sí
8835122,"Fuentes de beber",183,"ENSANCHE DE VALLECAS",18,"VILLA DE VALLECAS",OPERATIVO,448.448.500,4.468.290.070,ETRS89,4.036.358.783,-360.716.321,"AVENIDA CERRO MILANO, 27",28051,"JUNTO ÁREA CANINA EN PARQUE ENTRE M-45 Y C/ JOSE GUTIERREZ MAROTO",31064538,,FUE_18_0072,FUE22,ZV,PERSONAS_Y_MASCOTAS,"MIXTA ESTELA",NULL,AVENIDA,"CERRO MILANO",27,Sí
8835185,"Fuentes de beber",183,"ENSANCHE DE VALLECAS",18,"VILLA DE VALLECAS",OPERATIVO,446.521.350,4.469.652.910,ETRS89,4.037.574.383,-362.997.383,"CALLE CABEZA MESADA, 7",28031,"JUNTO AREA CANINA, EN PARQUE VALDEPERDICES",31043451,"2022-05-05 00:00:00.0",FUE_18_0074,FUE22,ZV,PERSONAS_Y_MASCOTAS,"MIXTA ESTELA",2022-05-05,CALLE,"CABEZA MESADA",7,Sí
8921514,"Fuentes de beber",131,ENTREVIAS,13,"PUENTE DE VALLECAS",CERRADA_TEMPORALMENT,443.918.820,4.468.898.780,ETRS89,4.036.877.910,-366.056.317,"CALLE ESTEBAN CARROS, 80",28053,"JUNTO AREA CANINA EN PARQUE GARRIGUES  WALKER, PROXIMO A AVC",20170141,"2022-06-11 00:00:00.0",FUE_13_0174,FUE22,ZV,MASCOTAS,"BEBEDERO NEPTUNO",2022-06-11,CALLE,"ESTEBAN CARROS",80,No
9049038,"Fuentes de beber",136,NUMANCIA,13,"PUENTE DE VALLECAS",OPERATIVO,444.369.170,4.471.454.050,ETRS89,4.039.182.873,-365.548.204,"CALLE CANTALAPIEDRA, 2",28038,"C/V AVDA. ALBUFERA, FRENTE CENTRO COMERCIAL ALBUFERA PLAZA",11098510,,FUE_13_0178,FUE22,VP,PERSONAS_Y_MASCOTAS,"MIXTA NEPTUNO",NULL,CALLE,CANTALAPIEDRA,2,Sí
